num_linha;resolucao;habilita;ncm;regra_de_origem;margem_normal;regra_de_qualificacao;margem_adicional;comentario;desc_ncm_4dg;grupo_cics;Está em cics_1;Está em cics_3;Está em cics_7;Está em cics8
;cics_3;desabilita;84291110;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84291190;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84291910;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84291990;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84292010;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84292090;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84293000;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84294000;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295111;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295119;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295121;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295129;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295191;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295192;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295199;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295211;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295212;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295219;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295220;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295290;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84295900;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
;cics_3;desabilita;84301000;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84302000;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84303110;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84303190;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84303910;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84303990;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304110;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304120;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304130;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304190;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304910;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304920;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84304990;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84305000;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84306100;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84306911;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84306919;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84306990;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
;cics_3;desabilita;84791010;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Linha Amarela;;;;
;cics_3;desabilita;84791090;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Linha Amarela;;;;
;cics_3;desabilita;84798210;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Linha Amarela;;;;
;cics_3;desabilita;84798290;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Linha Amarela;;;;
;cics_3;desabilita;85013120;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85013220;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85013320;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85013420;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85017100;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85017210;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85017290;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85018000;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85044090;CFI;10;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85354090;CFI;10;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85363090;CFI;10;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85371090;CFI;10;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85372090;CFI;10;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;85414300;CFI;10;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
;cics_3;desabilita;87011000;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87012100;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87012200;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87012300;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87012400;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87012900;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87013000;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019100;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019200;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019300;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019410;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019490;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019510;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
;cics_3;desabilita;87019590;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
