num_linha;resolucao;habilita;ncm;regra_de_origem;margem_normal;regra_de_qualificacao;margem_adicional;comentario;desc_ncm_4dg;grupo_cics;Está em cics_1;Está em cics_3;Está em cics_4;Está em cics_7
228;cics_7;desabilita;30043999;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
229;cics_7;desabilita;30044990;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
230;cics_7;desabilita;30045010;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
231;cics_7;desabilita;30046000;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
232;cics_7;desabilita;30049014;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
233;cics_7;desabilita;30049019;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
234;cics_7;desabilita;30049021;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
235;cics_7;desabilita;30049024;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
236;cics_7;desabilita;30049029;MedNac;5;MedIFANac;10;Aparece duas vezes na Resolução.;#VALOR!;;;;;
237;cics_7;desabilita;30049035;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
238;cics_7;desabilita;30049036;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
239;cics_7;desabilita;30049039;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
240;cics_7;desabilita;30049041;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
241;cics_7;desabilita;30049042;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
242;cics_7;desabilita;30049045;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
243;cics_7;desabilita;30049049;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
244;cics_7;desabilita;30049059;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
245;cics_7;desabilita;30049063;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
246;cics_7;desabilita;30049065;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
247;cics_7;desabilita;30049067;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
248;cics_7;desabilita;30049068;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
249;cics_7;desabilita;30049069;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
250;cics_7;desabilita;30049072;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
251;cics_7;desabilita;30049076;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
252;cics_7;desabilita;30049078;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
253;cics_7;desabilita;30049079;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
254;cics_7;desabilita;30049095;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
255;cics_7;desabilita;30049099;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
256;cics_7;desabilita;84099140;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.;;;;;
257;cics_7;desabilita;8423;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos e instrumentos de pesagem, incluindo as básculas e balanças para verificar peças usinadas (fabricadas*), excluindo as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças.";;;;;
258;cics_7;desabilita;8443;CFI ou PPB;10;portaria DesIn;10;;"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios.";;;;;
259;cics_7;desabilita;84702;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
260;cics_7;desabilita;84705010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
261;cics_7;desabilita;8471;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
262;cics_7;desabilita;847290;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
263;cics_7;desabilita;8473;CFI ou PPB;10;portaria DesIn;10;;Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72.;;;;;
264;cics_7;desabilita;84795000;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;;;;
265;cics_7;desabilita;84798999;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;;;;
266;cics_7;desabilita;84799090;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;;;;
267;cics_7;desabilita;8501101;CFI ou PPB;10;portaria DesIn;10;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
268;cics_7;desabilita;850440;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;;;;
269;cics_7;desabilita;850490;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;;;;
270;cics_7;desabilita;8507;CFI ou PPB;10;portaria DesIn;10;Altera a Resolução nº 4 (antes 85076000);Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou retangular.;;;;;
271;cics_7;desabilita;85118030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
272;cics_7;desabilita;85123000;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de para-brisas, degeladores e desembaçadores elétricos, do tipo utilizado em ciclos ou automóveis.;;;;;
273;cics_7;desabilita;8517;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
274;cics_7;desabilita;85235;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;#VALOR!;;;;;
275;cics_7;desabilita;852550;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";;;;;
276;cics_7;desabilita;852560;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";;;;;
277;cics_7;desabilita;8526;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.;;;;;
278;cics_7;desabilita;85284200;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";;;;;
279;cics_7;desabilita;85285200;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";;;;;
280;cics_7;desabilita;852910;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;;;;;
281;cics_7;desabilita;852990;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;;;;;
282;cics_7;desabilita;85301010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
283;cics_7;desabilita;85308010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
284;cics_7;desabilita;8531;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30.;;;;;
285;cics_7;desabilita;8532211;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
286;cics_7;desabilita;85322310;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
287;cics_7;desabilita;85322410;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
288;cics_7;desabilita;85322510;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
289;cics_7;desabilita;85322910;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
290;cics_7;desabilita;85323010;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;;;;
291;cics_7;desabilita;85332120;CFI ou PPB;10;portaria DesIn;10;;Resistências elétricas (incluindo os reostatos e os potenciômetros), exceto de aquecimento.;;;;;
292;cics_7;desabilita;853630;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
293;cics_7;desabilita;85364;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
294;cics_7;desabilita;853650;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
295;cics_7;desabilita;85369030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
296;cics_7;desabilita;85369040;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
297;cics_7;desabilita;8537101;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
298;cics_7;desabilita;85371020;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
299;cics_7;desabilita;85371030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
300;cics_7;desabilita;85371090;CFI ou PPB;10;portaria DesIn;10;Aparece duas vezes, uma utilizando CFI como regra de origem para margem normal, outra utilizando CFI ou PPB e inclui margem adicional.;#VALOR!;;;;;
301;cics_7;desabilita;85389010;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.;;;;;
302;cics_7;desabilita;85395;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
303;cics_7;desabilita;8541;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
304;cics_7;desabilita;8542;CFI ou PPB;10;portaria DesIn;10;;Circuitos integrados eletrônicos.;;;;;
305;cics_7;desabilita;8543;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.;;;;;
306;cics_7;desabilita;854470;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
307;cics_7;desabilita;853400;CFI ou PPB;10;portaria DesIn;10;;#N/D;;;;;
308;cics_7;desabilita;900110;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
309;cics_7;desabilita;90138010;CFI ou PPB;10;portaria DesIn;10;;"Lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Capítulo.";;;;;
310;cics_7;desabilita;90221910;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
311;cics_7;desabilita;90221991;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
312;cics_7;desabilita;90221999;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
313;cics_7;desabilita;90229090;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
314;cics_7;desabilita;90251990;CFI ou PPB;10;portaria DesIn;10;;Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.;;;;;
315;cics_7;desabilita;9026;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
316;cics_7;desabilita;9027;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;;;;
317;cics_7;desabilita;9028;CFI ou PPB;10;portaria DesIn;10;;Contadores de gases, de líquidos ou de eletricidade, incluindo os aparelhos para a sua aferição.;;;;;
318;cics_7;desabilita;9029;CFI ou PPB;10;portaria DesIn;10;;"Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros); indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios.";;;;;
319;cics_7;desabilita;9030;CFI ou PPB;10;portaria DesIn;10;;"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes.";;;;;
320;cics_7;desabilita;9031;CFI ou PPB;10;portaria DesIn;10;;"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo; projetores de perfis.";;;;;
321;cics_7;desabilita;9032;CFI ou PPB;10;portaria DesIn;10;;Instrumentos e aparelhos para regulação ou controle, automáticos.;;;;;
