num_linha;resolucao;habilita;ncm;regra_de_origem;margem_normal;regra_de_qualificacao;margem_adicional;comentario;desc_ncm_4dg;grupo_cics;Está em cics_1;Está em cics_3;Está em cics_4;Está em cics_8
23;cics_7;habilita;85017;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;0;0;1;2
24;cics_7;habilita;85018000;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;0;1;2;2
25;cics_7;habilita;85044090;CFI;10;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;0;1;2;2
26;cics_7;habilita;85354090;CFI;10;;;;#VALOR!;;0;1;2;2
27;cics_7;habilita;85363090;CFI;10;;;;#VALOR!;;0;1;2;2
28;cics_7;habilita;85371090;CFI;10;;;Aparece duas vezes, uma utilizando CFI como regra de origem para margem normal, outra utilizando CFI ou PPB e inclui margem adicional.;#VALOR!;;0;1;3;4
29;cics_7;habilita;85372090;CFI;10;;;;#VALOR!;;0;1;2;2
30;cics_7;habilita;85414300;CFI;10;;;;#VALOR!;;0;1;2;2
31;cics_7;habilita;8701;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;;0;0;1;2
32;cics_7;habilita;24049200;MedNac;5;MedIFANac;10;;"Produtos que contenham tabaco, tabaco reconstituído, nicotina ou sucedâneos do tabaco ou da nicotina, destinados à inalação sem combustão; outros produtos que contenham nicotina destinados à absorção da nicotina pelo corpo humano.";;0;0;1;2
33;cics_7;habilita;25010090;MedNac;5;MedIFANac;10;;#N/D;;0;0;1;2
34;cics_7;habilita;29362113;MedNac;5;MedIFANac;10;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;;0;0;1;2
35;cics_7;habilita;29362931;MedNac;5;MedIFANac;10;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;;0;0;1;2
36;cics_7;habilita;30021211;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
37;cics_7;habilita;30021212;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
38;cics_7;habilita;30021215;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
39;cics_7;habilita;30021219;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
40;cics_7;habilita;30021239;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
41;cics_7;habilita;300215;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
42;cics_7;habilita;30024121;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
43;cics_7;habilita;30024122;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
44;cics_7;habilita;30024123;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
45;cics_7;habilita;30024125;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
46;cics_7;habilita;30024126;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
47;cics_7;habilita;30024127;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
48;cics_7;habilita;30024129;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
49;cics_7;habilita;30024210;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
50;cics_7;habilita;30024992;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
51;cics_7;habilita;30041012;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
52;cics_7;habilita;30041014;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
53;cics_7;habilita;30042029;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
54;cics_7;habilita;30042032;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
55;cics_7;habilita;30042049;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
56;cics_7;habilita;30042059;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
57;cics_7;habilita;30042069;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
58;cics_7;habilita;30042099;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
59;cics_7;habilita;30043100;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
60;cics_7;habilita;30043220;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
61;cics_7;habilita;30043290;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
62;cics_7;habilita;30043929;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
63;cics_7;habilita;30043939;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
64;cics_7;habilita;30043999;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
65;cics_7;habilita;30044990;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
66;cics_7;habilita;30045010;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
67;cics_7;habilita;30046000;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
68;cics_7;habilita;30049014;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
69;cics_7;habilita;30049019;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
70;cics_7;habilita;30049021;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
71;cics_7;habilita;30049024;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
72;cics_7;habilita;30049029;MedNac;5;MedIFANac;10;Aparece duas vezes na Resolução.;#VALOR!;;0;0;2;2
73;cics_7;habilita;30049035;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
74;cics_7;habilita;30049036;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
75;cics_7;habilita;30049039;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
76;cics_7;habilita;30049041;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
77;cics_7;habilita;30049042;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
78;cics_7;habilita;30049045;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
79;cics_7;habilita;30049049;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
80;cics_7;habilita;30049059;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
81;cics_7;habilita;30049063;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
82;cics_7;habilita;30049065;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
83;cics_7;habilita;30049067;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
84;cics_7;habilita;30049068;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
85;cics_7;habilita;30049069;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
86;cics_7;habilita;30049072;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
87;cics_7;habilita;30049076;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
88;cics_7;habilita;30049078;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
89;cics_7;habilita;30049079;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
90;cics_7;habilita;30049095;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
91;cics_7;habilita;30049099;MedNac;5;MedIFANac;10;;#VALOR!;;0;0;1;2
92;cics_7;habilita;84099140;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.;;0;0;1;2
93;cics_7;habilita;8423;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos e instrumentos de pesagem, incluindo as básculas e balanças para verificar peças usinadas (fabricadas*), excluindo as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças.";;0;0;1;2
94;cics_7;habilita;8443;CFI ou PPB;10;portaria DesIn;10;;"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios.";;0;0;1;2
95;cics_7;habilita;84702;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
96;cics_7;habilita;84705010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
97;cics_7;habilita;8471;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
98;cics_7;habilita;847290;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
99;cics_7;habilita;8473;CFI ou PPB;10;portaria DesIn;10;;Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72.;;0;0;1;2
100;cics_7;habilita;84795000;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;0;0;1;2
101;cics_7;habilita;84798999;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;0;0;1;2
102;cics_7;habilita;84799090;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;0;0;1;2
103;cics_7;habilita;8501101;CFI ou PPB;10;portaria DesIn;10;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;0;0;1;2
104;cics_7;habilita;850440;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;0;0;1;2
105;cics_7;habilita;850490;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;0;0;1;2
106;cics_7;habilita;8507;CFI ou PPB;10;portaria DesIn;10;Altera a Resolução nº 4 (antes 85076000);Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou retangular.;;0;0;1;2
107;cics_7;habilita;85118030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
108;cics_7;habilita;85123000;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de para-brisas, degeladores e desembaçadores elétricos, do tipo utilizado em ciclos ou automóveis.;;0;0;1;2
109;cics_7;habilita;8517;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
110;cics_7;habilita;85235;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;#VALOR!;;0;0;1;1
111;cics_7;habilita;852550;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";;0;0;1;1
112;cics_7;habilita;852560;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";;0;0;1;1
113;cics_7;habilita;8526;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.;;0;0;1;2
114;cics_7;habilita;85284200;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";;0;0;1;1
115;cics_7;habilita;85285200;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";;0;0;1;1
116;cics_7;habilita;852910;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;;0;0;1;1
117;cics_7;habilita;852990;CFI ou PPB;10;portaria DesIn;10;Removidos da próxima resolução (nº 8), sem prejuízos.;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;;0;0;1;1
118;cics_7;habilita;85301010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
119;cics_7;habilita;85308010;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
120;cics_7;habilita;8531;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30.;;0;0;1;2
121;cics_7;habilita;8532211;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
122;cics_7;habilita;85322310;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
123;cics_7;habilita;85322410;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
124;cics_7;habilita;85322510;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
125;cics_7;habilita;85322910;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
126;cics_7;habilita;85323010;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;;0;0;1;2
127;cics_7;habilita;85332120;CFI ou PPB;10;portaria DesIn;10;;Resistências elétricas (incluindo os reostatos e os potenciômetros), exceto de aquecimento.;;0;0;1;2
128;cics_7;habilita;853630;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
129;cics_7;habilita;85364;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
130;cics_7;habilita;853650;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
131;cics_7;habilita;85369030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
132;cics_7;habilita;85369040;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
133;cics_7;habilita;8537101;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
134;cics_7;habilita;85371020;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
135;cics_7;habilita;85371030;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
136;cics_7;habilita;85371090;CFI ou PPB;10;portaria DesIn;10;Aparece duas vezes, uma utilizando CFI como regra de origem para margem normal, outra utilizando CFI ou PPB e inclui margem adicional.;#VALOR!;;0;1;3;4
137;cics_7;habilita;85389010;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.;;0;0;1;2
138;cics_7;habilita;85395;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
139;cics_7;habilita;8541;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
140;cics_7;habilita;8542;CFI ou PPB;10;portaria DesIn;10;;Circuitos integrados eletrônicos.;;0;0;1;2
141;cics_7;habilita;8543;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.;;0;0;1;2
142;cics_7;habilita;854470;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
143;cics_7;habilita;853400;CFI ou PPB;10;portaria DesIn;10;;#N/D;;0;0;1;2
144;cics_7;habilita;900110;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
145;cics_7;habilita;90138010;CFI ou PPB;10;portaria DesIn;10;;"Lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Capítulo.";;0;0;1;2
146;cics_7;habilita;90221910;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
147;cics_7;habilita;90221991;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
148;cics_7;habilita;90221999;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
149;cics_7;habilita;90229090;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
150;cics_7;habilita;90251990;CFI ou PPB;10;portaria DesIn;10;;Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.;;0;0;1;2
151;cics_7;habilita;9026;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
152;cics_7;habilita;9027;CFI ou PPB;10;portaria DesIn;10;;#VALOR!;;0;0;1;2
153;cics_7;habilita;9028;CFI ou PPB;10;portaria DesIn;10;;Contadores de gases, de líquidos ou de eletricidade, incluindo os aparelhos para a sua aferição.;;0;0;1;2
154;cics_7;habilita;9029;CFI ou PPB;10;portaria DesIn;10;;"Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros); indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios.";;0;0;1;2
155;cics_7;habilita;9030;CFI ou PPB;10;portaria DesIn;10;;"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes.";;0;0;1;2
156;cics_7;habilita;9031;CFI ou PPB;10;portaria DesIn;10;;"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo; projetores de perfis.";;0;0;1;2
157;cics_7;habilita;9032;CFI ou PPB;10;portaria DesIn;10;;Instrumentos e aparelhos para regulação ou controle, automáticos.;;0;0;1;2
158;cics_4;desabilita;8423;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Aparelhos e instrumentos de pesagem, incluindo as básculas e balanças para verificar peças usinadas (fabricadas*), excluindo as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças.";TICs;;;;
159;cics_4;desabilita;8429;CFI; 10 ;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;Linha Amarela;;;;
160;cics_4;desabilita;8430;CFI; 10 ;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";Linha Amarela;;;;
161;cics_4;desabilita;8443;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios.";TICs;;;;
162;cics_4;desabilita;8471;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
163;cics_4;desabilita;8473;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72.;TICs;;;;
164;cics_4;desabilita;8507;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou retangular.;TICs;;;;
165;cics_4;desabilita;8517;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
166;cics_4;desabilita;8526;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.;TICs;;;;
167;cics_4;desabilita;8531;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30.;TICs;;;;
168;cics_4;desabilita;8541;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
169;cics_4;desabilita;8542;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Circuitos integrados eletrônicos.;TICs;;;;
170;cics_4;desabilita;8543;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.;TICs;;;;
171;cics_4;desabilita;8601;CFI; 10 ;;;;Locomotivas e locotratores, de fonte externa de eletricidade ou de acumuladores elétricos.;Sistemas Metroferroviários;;;;
172;cics_4;desabilita;8602;CFI; 10 ;;;;"Outras locomotivas e locotratores; tênderes.";Sistemas Metroferroviários;;;;
173;cics_4;desabilita;8603;CFI; 10 ;;;;Litorinas (automotoras), mesmo para circulação urbana, exceto as da posição 86.04.;Sistemas Metroferroviários;;;;
174;cics_4;desabilita;8701;CFI; 10 ;;;;Tratores (exceto os carros-tratores da posição 87.09).;Linha Amarela;;;;
175;cics_4;desabilita;8702;CFI; 10 ;;;;Veículos automóveis para transporte de dez pessoas ou mais, incluindo o motorista.;Ônibus;;;;
176;cics_4;desabilita;9026;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
177;cics_4;desabilita;9027;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
178;cics_4;desabilita;9028;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Contadores de gases, de líquidos ou de eletricidade, incluindo os aparelhos para a sua aferição.;TICs;;;;
179;cics_4;desabilita;9029;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros); indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios.";TICs;;;;
180;cics_4;desabilita;9030;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes.";TICs;;;;
181;cics_4;desabilita;9031;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo; projetores de perfis.";TICs;;;;
182;cics_4;desabilita;9032;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Instrumentos e aparelhos para regulação ou controle, automáticos.;TICs;;;;
183;cics_4;desabilita;84702;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
184;cics_4;desabilita;85017;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
185;cics_4;desabilita;85235;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
186;cics_4;desabilita;85364;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
187;cics_4;desabilita;85395;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
188;cics_4;desabilita;86069;CFI; 10 ;;;;Vagões para transporte de mercadorias sobre vias férreas.;Sistemas Metroferroviários;;;;
189;cics_4;desabilita;300215;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
190;cics_4;desabilita;847290;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
191;cics_4;desabilita;847910;CFI; 10 ;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;;;;
192;cics_4;desabilita;847982;CFI; 10 ;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;;;;
