num_linha;resolucao;habilita;ncm;regra_de_origem;margem_normal;regra_de_qualificacao;margem_adicional;comentario;desc_ncm_4dg;grupo_cics;Está em cics_1;Está em cics_3;Está em cics_4;Está em cics_8
193;cics_4;desabilita;850440;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;TICs;;;;
194;cics_4;desabilita;850490;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;TICs;;;;
195;cics_4;desabilita;852550;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";TICs;;;;
196;cics_4;desabilita;852560;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";TICs;;;;
197;cics_4;desabilita;852910;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;TICs;;;;
198;cics_4;desabilita;852990;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;TICs;;;;
199;cics_4;desabilita;853400;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Circuitos impressos.;TICs;;;;
200;cics_4;desabilita;853630;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
201;cics_4;desabilita;853650;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
202;cics_4;desabilita;854470;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
203;cics_4;desabilita;860400;CFI; 10 ;;;;Veículos para inspeção e manutenção de vias férreas ou semelhantes, mesmo autopropulsados (por exemplo, vagões-oficinas, vagões-guindastes, vagões equipados com batedores de balastro, alinhadores de vias, viaturas para testes e dresinas).;Sistemas Metroferroviários;;;;
204;cics_4;desabilita;860500;CFI; 10 ;;;;Vagões de passageiros (carruagens*), furgões para bagagem, vagões-postais e outros vagões especiais, para vias férreas ou semelhantes (excluindo as viaturas da posição 86.04).;Sistemas Metroferroviários;;;;
205;cics_4;desabilita;900110;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
206;cics_4;desabilita;8501101;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;TICs;;;;
207;cics_4;desabilita;8532211;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
208;cics_4;desabilita;8537101;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
209;cics_4;desabilita;24049200;MedNac; 5 ;MedIFANac; 10 ;;"Produtos que contenham tabaco, tabaco reconstituído, nicotina ou sucedâneos do tabaco ou da nicotina, destinados à inalação sem combustão; outros produtos que contenham nicotina destinados à absorção da nicotina pelo corpo humano.";Medicamentos;;;;
210;cics_4;desabilita;25010090;MedNac; 5 ;MedIFANac; 10 ;;"Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.";Medicamentos;;;;
211;cics_4;desabilita;29362113;MedNac; 5 ;MedIFANac; 10 ;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;Medicamentos;;;;
212;cics_4;desabilita;29362931;MedNac; 5 ;MedIFANac; 10 ;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;Medicamentos;;;;
213;cics_4;desabilita;30021211;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
214;cics_4;desabilita;30021212;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
215;cics_4;desabilita;30021215;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
216;cics_4;desabilita;30021219;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
217;cics_4;desabilita;30021239;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
218;cics_4;desabilita;30024121;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
219;cics_4;desabilita;30024122;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
220;cics_4;desabilita;30024123;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
221;cics_4;desabilita;30024125;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
222;cics_4;desabilita;30024126;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
223;cics_4;desabilita;30024127;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
224;cics_4;desabilita;30024129;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
225;cics_4;desabilita;30024210;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
226;cics_4;desabilita;30024992;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
227;cics_4;desabilita;30041012;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
228;cics_4;desabilita;30041014;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
229;cics_4;desabilita;30042029;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
230;cics_4;desabilita;30042032;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
231;cics_4;desabilita;30042049;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
232;cics_4;desabilita;30042059;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
233;cics_4;desabilita;30042069;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
234;cics_4;desabilita;30042099;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
235;cics_4;desabilita;30043100;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
236;cics_4;desabilita;30043220;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
237;cics_4;desabilita;30043290;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
238;cics_4;desabilita;30043929;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
239;cics_4;desabilita;30043939;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
240;cics_4;desabilita;30043999;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
241;cics_4;desabilita;30044990;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
242;cics_4;desabilita;30045010;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
243;cics_4;desabilita;30046000;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
244;cics_4;desabilita;30049014;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
245;cics_4;desabilita;30049019;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
246;cics_4;desabilita;30049021;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
247;cics_4;desabilita;30049024;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
248;cics_4;desabilita;30049029;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
249;cics_4;desabilita;30049029;MedNac; 5 ;MedIFANac; 10 ;Aparece duas vezes na Resolução.;#VALOR!;Medicamentos;;;;
250;cics_4;desabilita;30049035;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
251;cics_4;desabilita;30049036;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
252;cics_4;desabilita;30049039;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
253;cics_4;desabilita;30049041;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
254;cics_4;desabilita;30049042;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
255;cics_4;desabilita;30049045;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
256;cics_4;desabilita;30049049;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
257;cics_4;desabilita;30049059;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
258;cics_4;desabilita;30049063;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
259;cics_4;desabilita;30049065;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
260;cics_4;desabilita;30049067;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
261;cics_4;desabilita;30049068;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
262;cics_4;desabilita;30049069;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
263;cics_4;desabilita;30049072;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
264;cics_4;desabilita;30049076;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
265;cics_4;desabilita;30049078;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
266;cics_4;desabilita;30049079;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
267;cics_4;desabilita;30049095;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
268;cics_4;desabilita;30049099;MedNac; 5 ;MedIFANac; 10 ;;#VALOR!;Medicamentos;;;;
269;cics_4;desabilita;38229000;MedNac; 5 ;MedIFANac; 10 ;Removido na próxima resolução (nº 7);"Reagentes de diagnóstico ou de laboratório em qualquer suporte e reagentes de diagnóstico ou de laboratório preparados, mesmo num suporte, mesmo apresentados sob a forma de estojos, exceto os da posição 30.06; materiais de referência certificados.";Medicamentos;;;;
270;cics_4;desabilita;84099140;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.;TICs;;;;
271;cics_4;desabilita;84705010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
272;cics_4;desabilita;84795000;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;;;;
273;cics_4;desabilita;84798999;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Sistemas Fotovoltaicos;;;;
274;cics_4;desabilita;84799090;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;;;;
275;cics_4;desabilita;85013120;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
276;cics_4;desabilita;85013220;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
277;cics_4;desabilita;85013320;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
278;cics_4;desabilita;85013420;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
279;cics_4;desabilita;85018000;CFI-A; 10 ;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;Sistemas Fotovoltaicos;;;;
280;cics_4;desabilita;85044010;CFI; 10 ;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;Ônibus;;;;
281;cics_4;desabilita;85044090;CFI; 10 ;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;Sistemas Fotovoltaicos;;;;
282;cics_4;desabilita;85076000;CFI; 10 ;;;Removidos da próxima resolução (nº7), sem prejuízos.;Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou retangular.;Ônibus;;;;
283;cics_4;desabilita;85118030;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
284;cics_4;desabilita;85123000;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de para-brisas, degeladores e desembaçadores elétricos, do tipo utilizado em ciclos ou automóveis.;TICs;;;;
285;cics_4;desabilita;85284200;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";TICs;;;;
286;cics_4;desabilita;85285200;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";TICs;;;;
287;cics_4;desabilita;85301010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
288;cics_4;desabilita;85308010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
289;cics_4;desabilita;85322310;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
290;cics_4;desabilita;85322410;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
291;cics_4;desabilita;85322510;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
292;cics_4;desabilita;85322910;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
293;cics_4;desabilita;85323010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;;;;
294;cics_4;desabilita;85332120;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Resistências elétricas (incluindo os reostatos e os potenciômetros), exceto de aquecimento.;TICs;;;;
295;cics_4;desabilita;85354090;CFI; 10 ;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
296;cics_4;desabilita;85363090;CFI; 10 ;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
297;cics_4;desabilita;85369030;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
298;cics_4;desabilita;85369040;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
299;cics_4;desabilita;85371020;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
300;cics_4;desabilita;85371030;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
301;cics_4;desabilita;85371090;CFI; 10 ;;;Aparece duas vezes na Resolução.;#VALOR!;Sistemas Fotovoltaicos;;;;
302;cics_4;desabilita;85371090;CFI ou PPB; 10 ;portaria DesIn; 10 ;Aparece duas vezes na Resolução.;#VALOR!;Sistemas Fotovoltaicos;;;;
303;cics_4;desabilita;85372090;CFI; 10 ;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
304;cics_4;desabilita;85389010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.;TICs;;;;
305;cics_4;desabilita;85414300;CFI; 10 ;;;;#VALOR!;Sistemas Fotovoltaicos;;;;
306;cics_4;desabilita;86071110;CFI; 10 ;;;;Partes de veículos para vias férreas ou semelhantes.;Sistemas Metroferroviários;;;;
307;cics_4;desabilita;86080012;CFI; 10 ;;;;"Material fixo de vias férreas ou semelhantes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização, de segurança, de controle ou de comando para vias férreas ou semelhantes, rodoviárias ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos; suas partes.";Sistemas Metroferroviários;;;;
308;cics_4;desabilita;87060010;CFI; 10 ;;;;Chassis com motor para os veículos automóveis das posições 87.01 a 87.05.;Ônibus;;;;
309;cics_4;desabilita;87060090;CFI; 10 ;;;;Chassis com motor para os veículos automóveis das posições 87.01 a 87.05.;Ônibus;;;;
310;cics_4;desabilita;87079090;CFI; 10 ;;;;Carroçarias para os veículos automóveis das posições 87.01 a 87.05, incluindo as cabinas.;Ônibus;;;;
311;cics_4;desabilita;90138010;CFI ou PPB; 10 ;portaria DesIn; 10 ;;"Lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Capítulo.";TICs;;;;
312;cics_4;desabilita;90221910;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
313;cics_4;desabilita;90221991;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
314;cics_4;desabilita;90221999;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
315;cics_4;desabilita;90229090;CFI ou PPB; 10 ;portaria DesIn; 10 ;;#VALOR!;TICs;;;;
316;cics_4;desabilita;90251990;CFI ou PPB; 10 ;portaria DesIn; 10 ;;Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.;TICs;;;;
317;cics_4;desabilita;90328930;CFI; 10 ;;;;Instrumentos e aparelhos para regulação ou controle, automáticos.;Sistemas Metroferroviários;;;;
